timestamp,src_ip,dst_ip,src_port,dst_port,protocol,tcp_flags,packets,bytes,duration,iat_mean,ttl,retransmissions,risk_score,risk
2026-09-23 14:17:28.364239624,10.0.2.23,10.0.4.10,53146,445,TCP,PSH-ACK,3,659,0.63,0.058,128,0,0.141,LOW
2026-09-23 14:17:28.402283990,10.0.2.8,10.0.4.16,13801,8080,TCP,SYN,11,7751,0.164,0.292,64,1,0.064,LOW
2026-09-23 14:17:28.409603313,10.0.2.13,10.0.4.60,55593,25,TCP,FIN-ACK,11,5655,0.286,0.553,64,0,0.211,LOW
2026-09-23 14:17:28.479270985,10.0.2.11,10.0.4.100,43519,8080,TCP,ACK,15,6354,0.631,0.193,64,0,0.13,LOW
2026-09-23 14:17:28.481247401,10.0.2.42,10.0.4.87,16437,3306,TCP,PSH-ACK,14,2627,0.063,0.277,64,0,0.075,LOW
2026-09-23 14:17:28.510822256,10.0.2.9,10.0.4.49,29263,993,TCP,FIN-ACK,11,1487,1.957,0.368,255,0,0.047,LOW
2026-09-23 14:17:28.549736863,10.0.2.8,10.0.4.98,18706,25,TCP,SYN,9,3828,1.312,0.317,128,1,0.122,LOW
2026-09-23 14:17:28.570894776,10.0.2.13,10.0.4.63,20953,80,TCP,ACK,13,11523,0.515,0.3,64,1,0.183,LOW
2026-09-23 14:17:28.571544825,10.0.2.22,10.0.4.98,45147,443,TCP,PSH-ACK,12,6993,0.297,0.206,128,1,0.13,LOW
2026-09-23 14:17:28.679148206,10.0.2.30,10.0.4.26,20650,993,TCP,ACK,12,3924,0.442,0.338,128,0,0.14,LOW
2026-09-23 14:17:28.710488488,10.0.2.22,10.0.4.61,56489,443,ICMP,PSH-ACK,11,9891,1.04,0.668,64,0,0.058,LOW
2026-09-23 14:17:28.741859762,10.0.2.27,10.0.4.96,7334,8080,TCP,SYN,8,7184,0.755,0.005,64,2,0.184,LOW
2026-09-23 14:17:28.809365102,10.0.2.26,10.0.4.102,11884,25,TCP,PSH-ACK,12,4124,0.416,0.185,128,0,0.046,LOW
2026-09-23 14:17:28.848238263,203.0.113.7,10.0.4.52,59939,432,TCP,SYN,1,3883,0.091,0.095,64,0,0.57,MEDIUM
2026-09-23 14:17:29.005378458,10.0.2.2,10.0.4.17,47642,135,TCP,ACK,9,2007,0.501,0.07,128,1,0.176,LOW
2026-09-23 14:17:29.097462684,10.0.2.34,10.0.4.65,29394,443,TCP,ACK,8,4430,0.153,0.109,64,0,0.09,LOW
2026-09-23 14:17:29.132283374,10.0.2.47,10.0.4.11,16356,53,UDP,FIN-ACK,7,2267,0.21,1.165,128,0,0.111,LOW
2026-09-23 14:17:29.297774118,10.0.2.5,10.0.4.41,17465,110,TCP,ACK,7,5005,1.321,0.203,128,0,0.066,LOW
2026-09-23 14:17:29.554140314,10.0.2.46,10.0.4.5,12678,8080,TCP,SYN,9,3218,0.377,0.563,64,0,0.175,LOW
2026-09-23 14:17:29.660901407,10.0.2.45,10.0.4.79,58900,53,UDP,FIN-ACK,12,6858,0.287,0.943,128,0,0.048,LOW
2026-09-23 14:17:29.799774630,10.0.2.39,10.0.4.80,22799,135,TCP,PSH-ACK,11,2959,0.446,0.16,255,0,0.116,LOW
2026-09-23 14:17:29.837117192,10.0.2.29,10.0.4.11,61451,8080,TCP,PSH-ACK,13,6031,1.854,0.073,128,0,0.086,LOW
2026-09-23 14:17:29.881788006,10.0.2.18,10.0.4.95,52288,3389,TCP,FIN-ACK,16,9804,0.193,0.391,128,1,0.129,LOW
2026-09-23 14:17:29.908582838,10.0.2.30,10.0.4.87,24146,3306,TCP,ACK,10,8921,1.233,0.272,64,0,0.18,LOW
2026-09-23 14:17:29.948248381,10.0.2.2,10.0.4.87,48926,25,TCP,ACK,9,2839,0.207,0.24,64,0,0.162,LOW
2026-09-23 14:17:29.950626067,10.0.2.15,10.0.4.47,31798,139,TCP,ACK,11,7636,0.743,0.086,255,1,0.054,LOW
2026-09-23 14:17:29.989381851,10.0.2.20,10.0.4.97,31905,3306,TCP,FIN-ACK,11,6254,0.336,0.054,255,1,0.045,LOW
2026-09-23 14:17:30.008151563,10.0.2.26,10.0.4.102,50656,443,TCP,ACK,10,6941,3.464,0.01,64,0,0.084,LOW
2026-09-23 14:17:30.025719805,10.0.2.15,10.0.4.57,47096,3389,TCP,ACK,8,4597,0.103,0.076,128,1,0.228,LOW
2026-09-23 14:17:30.191873181,10.0.2.22,10.0.4.40,15137,80,TCP,ACK,11,1659,0.366,0.062,128,0,0.098,LOW
2026-09-23 14:17:30.209081937,10.0.2.36,10.0.4.79,27205,443,TCP,FIN-ACK,7,1818,1.554,0.521,64,0,0.016,LOW
2026-09-23 14:17:30.211678018,10.0.2.47,10.0.4.6,61340,161,UDP,ACK,12,7904,0.211,0.521,255,0,0.164,LOW
2026-09-23 14:17:30.251508036,10.0.2.41,10.0.4.36,14604,25,TCP,ACK,13,8884,0.039,0.115,255,1,0.152,LOW
2026-09-23 14:17:30.295730285,10.0.2.5,10.0.4.2,47021,135,TCP,ACK,11,6477,0.371,0.06,128,0,0.072,LOW
2026-09-23 14:17:30.310043630,10.0.2.30,10.0.4.80,55407,8080,TCP,SYN,12,2713,0.468,0.316,128,0,0.069,LOW
2026-09-23 14:17:30.372554059,10.0.2.24,10.0.4.6,39776,25,TCP,FIN-ACK,13,1954,0.378,0.032,64,2,0.005,LOW
2026-09-23 14:17:30.437986140,10.0.2.27,10.0.4.78,4494,993,TCP,SYN,8,5427,0.109,0.019,64,0,0.088,LOW
2026-09-23 14:17:30.474567756,10.0.2.39,10.0.4.59,55929,25,TCP,PSH-ACK,14,8335,0.399,0.444,64,0,0.055,LOW
2026-09-23 14:17:30.523868477,10.0.2.17,10.0.4.46,59149,135,TCP,ACK,13,6878,0.286,0.253,128,2,0.032,LOW
2026-09-23 14:17:30.549766660,10.0.2.28,10.0.4.66,42540,25,TCP,ACK,10,759,0.13,0.372,128,1,0.126,LOW
2026-09-23 14:17:30.629106639,10.0.2.44,10.0.4.6,51915,443,TCP,ACK,4,2321,0.762,0.346,64,0,0.159,LOW
2026-09-23 14:17:30.710776876,10.0.2.29,10.0.4.84,3927,993,TCP,SYN,6,4285,1.673,0.561,64,0,0.053,LOW
2026-09-23 14:17:30.753267382,10.0.2.28,10.0.4.29,47702,53,UDP,PSH-ACK,9,4050,1.082,0.059,64,1,0.122,LOW
2026-09-23 14:17:30.855229481,10.0.2.45,10.0.4.87,52921,25,TCP,FIN-ACK,8,822,1.419,0.15,64,0,0.045,LOW
2026-09-23 14:17:31.113870463,10.0.2.3,10.0.4.92,37738,80,TCP,ACK,10,3035,0.272,0.127,64,1,0.19,LOW
2026-09-23 14:17:31.236299792,10.0.2.20,10.0.4.58,34831,110,TCP,FIN-ACK,11,2269,1.054,0.219,64,0,0.097,LOW
2026-09-23 14:17:31.317346760,10.0.2.25,10.0.4.61,53278,993,TCP,ACK,11,6374,0.229,0.089,64,1,0.158,LOW
2026-09-23 14:17:31.367635704,10.0.2.2,10.0.4.96,43719,3389,TCP,FIN-ACK,8,1298,1.116,0.211,64,0,0.112,LOW
2026-09-23 14:17:31.370532476,10.0.2.24,10.0.4.43,2844,3306,TCP,SYN,12,1132,0.867,0.312,64,0,0.042,LOW
2026-09-23 14:17:31.383940822,10.0.2.46,10.0.4.42,12910,22,TCP,PSH-ACK,11,8220,1.291,0.508,128,1,0.101,LOW
2026-09-23 14:17:31.476985055,10.0.2.39,10.0.4.98,39150,25,TCP,ACK,8,6675,0.215,0.451,64,0,0.055,LOW
2026-09-23 14:17:31.562646623,10.0.2.3,10.0.4.43,40084,123,UDP,FIN-ACK,10,7689,0.281,0.425,64,1,0.086,LOW
2026-09-23 14:17:31.638712047,10.0.2.44,10.0.4.39,17863,53,UDP,SYN,4,2201,0.1,0.156,64,0,0.135,LOW
2026-09-23 14:17:31.731003790,10.0.2.40,10.0.4.2,9990,80,TCP,ACK,5,1797,0.343,1.413,64,0,0.032,LOW
2026-09-23 14:17:31.771818473,10.0.2.44,10.0.4.35,42263,53,UDP,ACK,5,637,0.548,0.065,128,0,0.078,LOW
2026-09-23 14:17:31.826794866,10.0.2.8,10.0.4.27,21017,139,TCP,ACK,11,4267,0.681,1.639,128,0,0.101,LOW
2026-09-23 14:17:31.948027154,10.0.2.45,10.0.4.80,44551,80,TCP,ACK,5,1070,0.056,0.585,64,0,0.068,LOW
2026-09-23 14:17:32.069648214,10.0.2.2,10.0.4.53,43635,139,TCP,ACK,12,8865,0.082,0.483,128,0,0.176,LOW
2026-09-23 14:17:32.224134066,10.0.2.3,10.0.4.38,14877,80,TCP,ACK,14,10643,1.525,0.383,64,0,0.169,LOW
2026-09-23 14:17:32.317439967,10.0.2.19,10.0.4.97,50517,3306,TCP,SYN,7,3181,0.628,0.26,128,0,0.023,LOW
2026-09-23 14:17:32.420673989,10.0.2.41,10.0.4.47,11010,80,TCP,PSH-ACK,11,3500,0.089,0.015,64,1,0.164,LOW
2026-09-23 14:17:32.502584461,10.0.2.43,10.0.4.44,26814,135,TCP,SYN,11,7120,1.303,0.4,64,0,0.044,LOW
2026-09-23 14:17:32.540473321,10.0.2.32,10.0.4.75,38921,8080,TCP,ACK,7,4109,0.586,0.138,128,0,0.121,LOW
2026-09-23 14:17:32.596622982,10.0.2.15,10.0.4.22,58209,135,TCP,SYN,16,4383,0.7,0.068,64,4,0.946,CRITICAL
2026-09-23 14:17:32.680820493,10.0.2.43,10.0.4.45,61701,445,TCP,ACK,14,11724,1.074,0.018,64,0,0.187,LOW
2026-09-23 14:17:32.759940616,10.0.2.14,10.0.4.74,45775,3306,TCP,ACK,5,1475,1.374,0.024,64,0,0.038,LOW
2026-09-23 14:17:32.880632194,10.0.2.37,10.0.4.34,43823,123,UDP,PSH-ACK,10,3380,1.185,0.037,128,0,0.04,LOW
2026-09-23 14:17:33.083654756,10.0.2.15,10.0.4.45,33301,443,TCP,PSH-ACK,9,952,0.035,0.116,64,0,0.184,LOW
2026-09-23 14:17:33.151371935,10.0.2.29,10.0.4.3,32257,3306,TCP,ACK,11,2690,0.099,0.36,64,0,0.045,LOW
2026-09-23 14:17:33.159961461,10.0.2.6,10.0.4.83,36951,80,TCP,FIN-ACK,11,4998,2.71,0.237,64,0,0.101,LOW
2026-09-23 14:17:33.272899221,10.0.2.49,10.0.4.89,61373,25,ICMP,ACK,17,12737,0.237,0.353,128,1,0.102,LOW
2026-09-23 14:17:33.316540935,10.0.2.6,10.0.4.70,43011,443,TCP,PSH-ACK,10,2188,0.593,0.553,64,0,0.113,LOW
2026-09-23 14:17:33.352137012,10.0.2.47,10.0.4.55,53853,443,TCP,SYN,10,4993,0.258,0.602,255,0,0.108,LOW
2026-09-23 14:17:33.377488529,10.0.2.45,10.0.4.93,36652,25,TCP,ACK,15,4792,0.224,0.011,255,0,0.138,LOW
2026-09-23 14:17:33.391273990,10.0.2.9,10.0.4.88,48297,443,TCP,ACK,10,7198,0.183,0.117,128,0,0.116,LOW
2026-09-23 14:17:33.402576530,10.0.2.35,10.0.4.49,55872,445,TCP,SYN,11,6555,0.139,0.429,255,0,0.199,LOW
2026-09-23 14:17:33.442009379,10.0.2.18,10.0.4.65,29240,80,TCP,ACK,8,848,0.099,0.25,128,0,0.069,LOW
2026-09-23 14:17:33.486529499,10.0.2.16,10.0.4.97,42637,25,TCP,ACK,10,1967,2.345,0.19,64,0,0.071,LOW
2026-09-23 14:17:33.491678260,10.0.2.17,10.0.4.22,32724,80,TCP,ACK,8,5612,0.312,0.675,64,0,0.057,LOW
2026-09-23 14:17:33.588810692,10.0.2.13,10.0.4.81,33985,80,TCP,SYN,7,4409,0.37,0.397,128,1,0.114,LOW
2026-09-23 14:17:33.589586317,10.0.2.48,10.0.4.39,18094,993,TCP,FIN-ACK,10,1576,0.069,0.177,64,0,0.04,LOW
2026-09-23 14:17:33.611298316,10.0.2.4,10.0.4.11,55000,3389,TCP,ACK,13,4076,1.707,0.963,255,0,0.072,LOW
2026-09-23 14:17:33.626190567,10.0.2.19,10.0.4.44,53721,110,TCP,ACK,8,2307,0.433,0.814,64,0,0.216,LOW
2026-09-23 14:17:33.685006046,10.0.2.19,10.0.4.54,60455,3389,TCP,FIN-ACK,12,5471,1.033,0.079,128,1,0.018,LOW
2026-09-23 14:17:33.698409800,10.0.2.22,10.0.4.77,19387,443,ICMP,ACK,11,899,0.242,0.458,128,1,0.169,LOW
2026-09-23 14:17:33.849110239,10.0.2.16,10.0.4.17,65445,22,TCP,FIN-ACK,7,3537,0.976,0.712,128,2,0.099,LOW
2026-09-23 14:17:33.972571999,10.0.2.15,10.0.4.27,46423,22,TCP,SYN,19,1398,1.117,0.057,128,1,0.55,MEDIUM
2026-09-23 14:17:34.020798268,10.0.2.46,10.0.4.69,23024,110,TCP,ACK,6,4061,0.331,0.585,64,1,0.09,LOW
2026-09-23 14:17:34.125930893,10.0.2.34,10.0.4.66,57468,80,TCP,SYN,10,5203,1.561,0.181,64,0,0.049,LOW
2026-09-23 14:17:34.183406570,10.0.2.12,10.0.4.86,37063,3389,TCP,ACK,4,2885,0.589,0.459,64,0,0.179,LOW
2026-09-23 14:17:34.185713109,10.0.2.49,10.0.4.78,36644,110,TCP,ACK,10,5891,0.029,0.396,128,1,0.078,LOW
2026-09-23 14:17:34.194306740,10.0.2.21,10.0.4.49,49861,445,TCP,ACK,10,8238,0.544,0.388,128,1,0.141,LOW
2026-09-23 14:17:34.240248688,10.0.2.16,10.0.4.29,11120,53,UDP,SYN,14,12068,0.722,0.013,128,0,0.142,LOW
2026-09-23 14:17:34.251416370,10.0.2.34,10.0.4.91,31034,135,TCP,FIN-ACK,8,4663,0.346,0.142,64,0,0.01,LOW
2026-09-23 14:17:34.276320762,10.0.2.48,10.0.4.91,2629,80,TCP,FIN-ACK,11,6457,0.379,0.135,255,1,0.051,LOW
2026-09-23 14:17:34.281333324,10.0.2.17,10.0.4.15,28525,25,TCP,ACK,9,3226,0.18,0.864,64,1,0.205,LOW
2026-09-23 14:17:34.321183090,10.0.2.11,10.0.4.48,44455,110,TCP,FIN-ACK,9,7600,0.541,0.188,255,0,0.019,LOW
2026-09-23 14:17:34.335549663,10.0.2.39,10.0.4.78,64742,25,TCP,PSH-ACK,2,1488,0.197,0.92,64,0,0.052,LOW
2026-09-23 14:17:34.541768874,10.0.2.24,10.0.4.69,15515,443,TCP,FIN-ACK,7,1885,0.072,0.309,64,0,0.133,LOW
2026-09-23 14:17:34.567942417,10.0.2.15,10.0.4.27,57516,5985,TCP,ACK,27,1126,0.213,0.095,128,2,0.55,MEDIUM
2026-09-23 14:17:34.625750768,10.0.2.23,10.0.4.24,3544,80,TCP,PSH-ACK,7,4781,1.176,0.208,255,2,0.085,LOW
2026-09-23 14:17:34.649825789,10.0.2.3,10.0.4.98,1887,8080,TCP,ACK,7,2484,0.317,0.34,128,0,0.116,LOW
2026-09-23 14:17:34.666236646,10.0.2.19,10.0.4.25,23169,110,TCP,PSH-ACK,5,3754,0.35,0.022,64,0,0.01,LOW
2026-09-23 14:17:34.692421084,10.0.2.43,10.0.4.11,19678,3306,TCP,PSH-ACK,20,16600,0.58,0.096,64,0,0.021,LOW
2026-09-23 14:17:34.750789977,10.0.2.46,10.0.4.76,38577,3306,TCP,ACK,8,1255,0.329,0.005,128,0,0.054,LOW
2026-09-23 14:17:34.788847958,10.0.2.19,10.0.4.96,13509,139,TCP,ACK,8,3980,0.101,0.344,128,0,0.023,LOW
2026-09-23 14:17:34.795759331,10.0.2.35,10.0.4.37,36603,110,ICMP,FIN-ACK,9,7252,0.086,0.651,128,1,0.136,LOW
2026-09-23 14:17:34.844493322,10.0.2.6,10.0.4.18,64729,445,TCP,FIN-ACK,7,3663,1.064,0.502,128,0,0.128,LOW
2026-09-23 14:17:34.845210461,10.0.2.12,10.0.4.91,11823,80,TCP,SYN,7,1275,1.144,0.104,64,1,0.136,LOW
2026-09-23 14:17:35.186933928,10.0.2.35,10.0.4.11,28859,25,TCP,ACK,6,4348,1.137,0.358,64,0,0.027,LOW
2026-09-23 14:17:35.189338954,10.0.2.3,10.0.4.69,39987,25,TCP,FIN-ACK,10,2324,1.066,0.22,128,1,0.248,LOW
2026-09-23 14:17:35.308955839,10.0.2.37,10.0.4.14,28733,8080,TCP,PSH-ACK,14,6665,0.467,0.458,64,0,0.189,LOW
2026-09-23 14:17:35.360065981,10.0.2.48,10.0.4.69,27523,53,UDP,ACK,8,6983,1.184,0.005,128,1,0.14,LOW
2026-09-23 14:17:35.363509614,10.0.2.5,10.0.4.13,3461,8080,TCP,FIN-ACK,9,7265,1.143,0.348,64,1,0.079,LOW
2026-09-23 14:17:35.366856902,10.0.2.29,10.0.4.40,31836,443,ICMP,ACK,15,8580,0.058,0.17,128,0,0.054,LOW
2026-09-23 14:17:35.696703627,10.0.2.18,10.0.4.49,60828,8080,TCP,ACK,6,1150,0.533,0.146,128,1,0.092,LOW
2026-09-23 14:17:35.698841969,10.0.2.32,10.0.4.94,57434,3389,TCP,PSH-ACK,12,4612,0.607,0.045,128,1,0.149,LOW
2026-09-23 14:17:35.988917498,10.0.2.44,10.0.4.74,52526,8080,TCP,PSH-ACK,12,3109,0.536,0.416,64,0,0.022,LOW
2026-09-23 14:17:36.001400789,10.0.2.5,10.0.4.98,6090,110,TCP,ACK,14,8790,0.323,0.104,64,0,0.084,LOW
2026-09-23 14:17:36.032319769,10.0.2.34,10.0.4.57,9108,80,TCP,PSH-ACK,13,9092,0.621,0.47,64,1,0.197,LOW
2026-09-23 14:17:36.058451181,10.0.2.10,10.0.4.28,35077,8080,TCP,FIN-ACK,10,5843,0.965,0.311,64,0,0.11,LOW
2026-09-23 14:17:36.107158633,10.0.2.27,10.0.4.45,20210,5985,TCP,ACK,14,7992,0.581,0.132,255,3,0.095,LOW
2026-09-23 14:17:36.149489889,10.0.2.23,10.0.4.54,12224,445,TCP,FIN-ACK,6,1937,0.231,1.281,64,0,0.083,LOW
2026-09-23 14:17:36.281137022,10.0.2.26,10.0.4.59,12955,3306,TCP,PSH-ACK,18,7922,1.184,0.007,64,0,0.091,LOW
2026-09-23 14:17:36.308894857,10.0.2.38,10.0.4.94,12814,135,TCP,FIN-ACK,13,11508,0.093,1.248,64,0,0.171,LOW
2026-09-23 14:17:36.390398654,10.0.2.31,10.0.4.93,6945,110,ICMP,ACK,8,6588,1.263,0.111,128,0,0.084,LOW
2026-09-23 14:17:36.399819401,10.0.2.18,10.0.4.12,40405,3306,TCP,PSH-ACK,10,6587,0.31,0.532,128,0,0.1,LOW
2026-09-23 14:17:36.503182566,10.0.2.33,10.0.4.82,27705,8080,ICMP,FIN-ACK,7,5520,0.493,0.473,64,0,0.053,LOW
2026-09-23 14:17:36.522428467,10.0.2.30,10.0.4.32,44227,25,TCP,ACK,15,9821,0.209,0.955,64,0,0.084,LOW
2026-09-23 14:17:36.631522671,10.0.2.5,10.0.4.61,14877,25,TCP,PSH-ACK,9,5370,1.024,0.201,64,1,0.149,LOW
2026-09-23 14:17:36.633822526,10.0.2.31,10.0.4.99,40132,3306,TCP,PSH-ACK,7,4871,0.035,0.211,64,2,0.056,LOW
2026-09-23 14:17:36.745252854,10.0.2.18,10.0.4.92,12914,110,TCP,SYN,10,2675,1.733,0.097,128,0,0.041,LOW
2026-09-23 14:17:36.768139530,10.0.2.9,10.0.4.42,60599,970,TCP,SYN,1,8698,0.157,0.024,64,0,0.509,MEDIUM
2026-09-23 14:17:36.815549292,10.0.2.27,10.0.4.6,12115,445,TCP,PSH-ACK,16,6795,0.354,0.136,128,0,0.063,LOW
2026-09-23 14:17:36.831440501,10.0.2.26,10.0.4.99,52288,5985,TCP,ACK,4,388,0.258,0.054,255,1,0.092,LOW
2026-09-23 14:17:36.832924194,10.0.2.37,10.0.4.94,45253,25,TCP,SYN,10,2175,0.18,0.531,128,1,0.018,LOW
2026-09-23 14:17:36.929351046,10.0.2.22,10.0.4.40,13836,135,TCP,PSH-ACK,13,8010,0.116,0.276,255,0,0.08,LOW
2026-09-23 14:17:37.033226366,10.0.2.37,10.0.4.16,6856,8080,TCP,ACK,10,6183,0.835,0.506,64,2,0.046,LOW
2026-09-23 14:17:37.040553052,10.0.2.15,10.0.4.55,42044,993,TCP,FIN-ACK,6,3091,0.287,0.103,64,0,0.155,LOW
2026-09-23 14:17:37.044348169,10.0.2.31,10.0.4.83,3800,139,TCP,ACK,9,4335,0.18,0.305,64,0,0.26,LOW
2026-09-23 14:17:37.071984065,10.0.2.48,10.0.4.48,41042,110,ICMP,PSH-ACK,5,2962,0.408,0.281,64,1,0.073,LOW
2026-09-23 14:17:37.091852227,10.0.2.30,10.0.4.4,44793,3306,TCP,ACK,4,2664,0.093,0.195,255,0,0.036,LOW
2026-09-23 14:17:37.170032039,10.0.2.34,10.0.4.48,42731,445,TCP,PSH-ACK,10,2295,0.73,0.612,64,0,0.206,LOW
2026-09-23 14:17:37.227400324,10.0.2.19,10.0.4.54,63987,443,TCP,FIN-ACK,15,3490,2.277,0.937,64,0,0.137,LOW
2026-09-23 14:17:37.279384520,10.0.2.34,10.0.4.95,28704,110,TCP,PSH-ACK,11,994,1.08,0.096,255,0,0.25,LOW
2026-09-23 14:17:37.330013845,10.0.2.42,10.0.4.84,33379,53,UDP,ACK,12,6807,0.199,0.074,64,0,0.065,LOW
2026-09-23 14:17:37.520809547,10.0.2.43,10.0.4.72,62155,80,TCP,SYN,8,2987,0.309,0.08,128,0,0.141,LOW
2026-09-23 14:17:37.528541625,10.0.2.45,10.0.4.43,56531,80,TCP,ACK,12,10160,0.684,0.1,64,1,0.044,LOW
2026-09-23 14:17:37.592952589,10.0.2.16,10.0.4.98,30939,123,UDP,SYN,6,2049,1.19,0.249,64,2,0.059,LOW
2026-09-23 14:17:37.597817381,10.0.2.42,10.0.4.25,28284,5985,TCP,SYN,16,8552,0.252,0.319,64,0,0.027,LOW
2026-09-23 14:17:37.625917371,10.0.2.18,10.0.4.35,51946,53,UDP,PSH-ACK,12,4207,0.243,1.102,64,0,0.127,LOW
2026-09-23 14:17:37.634267129,10.0.2.43,10.0.4.88,37485,110,TCP,ACK,7,2514,0.341,0.262,255,1,0.153,LOW
2026-09-23 14:17:37.718435204,10.0.2.2,10.0.4.103,32073,5985,TCP,ACK,10,3648,0.835,0.03,255,2,0.057,LOW
2026-09-23 14:17:37.741405518,10.0.2.45,10.0.4.85,53646,161,UDP,ACK,5,2863,0.174,0.577,64,1,0.153,LOW
2026-09-23 14:17:37.782168381,10.0.2.12,10.0.4.74,51821,110,TCP,FIN-ACK,11,4046,0.831,1.042,64,1,0.096,LOW
2026-09-23 14:17:37.818547914,10.0.2.11,10.0.4.97,27754,80,TCP,ACK,6,1105,0.466,0.068,255,1,0.017,LOW
2026-09-23 14:17:37.853153285,10.0.2.28,10.0.4.15,26547,25,TCP,ACK,13,2582,1.302,0.198,255,2,0.059,LOW
2026-09-23 14:17:37.854426490,10.0.2.26,10.0.4.70,44159,8080,TCP,ACK,7,3520,0.316,0.268,128,0,0.067,LOW
2026-09-23 14:17:37.994487638,10.0.2.9,10.0.4.44,1076,3389,TCP,ACK,9,3820,0.163,0.959,128,0,0.157,LOW
2026-09-23 14:17:38.251443498,10.0.2.31,10.0.4.64,51481,497,TCP,SYN,1,6346,0.04,0.098,255,0,0.574,MEDIUM
2026-09-23 14:17:38.258785743,10.0.2.40,10.0.4.27,33270,80,TCP,FIN-ACK,15,1429,2.476,0.365,128,0,0.091,LOW
2026-09-23 14:17:38.301332376,10.0.2.25,10.0.4.51,57418,8080,TCP,SYN,6,1694,0.583,0.124,64,0,0.146,LOW
2026-09-23 14:17:38.303299563,10.0.2.29,10.0.4.26,36375,53,UDP,PSH-ACK,10,6413,0.412,0.144,128,0,0.109,LOW
2026-09-23 14:17:38.410089987,10.0.2.42,10.0.4.67,26023,993,TCP,PSH-ACK,9,5713,0.98,0.216,255,0,0.165,LOW
2026-09-23 14:17:38.504335730,10.0.2.10,10.0.4.96,8482,22,TCP,ACK,11,1367,0.792,0.108,128,0,0.178,LOW
2026-09-23 14:17:38.547994447,10.0.2.17,10.0.4.7,1110,80,TCP,PSH-ACK,13,3475,0.111,0.768,128,0,0.049,LOW
2026-09-23 14:17:38.562090001,10.0.2.44,10.0.4.99,43935,110,ICMP,SYN,10,2514,0.363,0.031,128,2,0.171,LOW
2026-09-23 14:17:38.594618978,10.0.2.9,10.0.4.69,13849,80,TCP,ACK,6,5195,0.609,0.378,128,0,0.125,LOW
2026-09-23 14:17:38.634815015,10.0.2.14,10.0.4.3,56099,3306,TCP,FIN-ACK,6,5001,0.712,0.536,64,1,0.212,LOW
2026-09-23 14:17:38.685711698,10.0.2.15,10.0.4.61,32927,993,TCP,FIN-ACK,9,7963,0.683,0.299,64,0,0.049,LOW
2026-09-23 14:17:38.923813238,10.0.2.41,10.0.4.16,57041,110,TCP,ACK,10,1829,1.536,0.19,128,1,0.094,LOW
2026-09-23 14:17:38.935568306,10.0.2.8,10.0.4.83,31069,25,ICMP,ACK,9,5797,0.732,0.258,255,1,0.479,MEDIUM
2026-09-23 14:17:39.089728786,10.0.2.19,10.0.4.30,25337,443,TCP,ACK,12,5988,0.332,0.018,128,1,0.049,LOW
2026-09-23 14:17:39.242570559,10.0.2.21,10.0.4.7,10106,8080,TCP,PSH-ACK,8,5529,0.083,0.163,128,0,0.113,LOW
2026-09-23 14:17:39.295974889,10.0.2.5,10.0.4.88,27474,80,TCP,PSH-ACK,6,1426,0.249,0.094,255,0,0.062,LOW
2026-09-23 14:17:39.311364405,10.0.2.7,10.0.4.56,53975,80,TCP,PSH-ACK,6,509,1.245,0.073,128,0,0.065,LOW
2026-09-23 14:17:39.321130458,10.0.2.20,10.0.4.64,56399,25,TCP,FIN-ACK,9,1396,0.4,0.104,64,0,0.13,LOW
2026-09-23 14:17:39.339871739,10.0.2.6,10.0.4.86,31858,25,TCP,ACK,7,3392,0.564,0.078,64,1,0.197,LOW
2026-09-23 14:17:39.392903674,10.0.2.49,10.0.4.59,65427,8080,TCP,PSH-ACK,10,8828,0.118,0.598,255,1,0.198,LOW
2026-09-23 14:17:39.405628626,10.0.2.23,10.0.4.83,3347,25,TCP,SYN,11,983,0.038,0.123,255,0,0.073,LOW
2026-09-23 14:17:39.461286324,10.0.2.2,10.0.4.63,4417,25,TCP,SYN,10,5533,0.024,0.208,64,0,0.061,LOW
2026-09-23 14:17:39.490311286,10.0.2.30,10.0.4.4,4959,5985,TCP,PSH-ACK,7,1581,0.204,0.067,64,2,0.109,LOW
2026-09-23 14:17:39.524395576,10.0.2.38,10.0.4.98,5009,25,TCP,FIN-ACK,7,845,0.943,0.576,64,1,0.132,LOW
2026-09-23 14:17:39.534500388,10.0.2.31,10.0.4.99,1330,22,TCP,PSH-ACK,8,4672,1.509,0.051,128,0,0.068,LOW
2026-09-23 14:17:39.579186329,10.0.2.29,10.0.4.30,4524,993,TCP,PSH-ACK,15,5623,0.031,0.351,128,1,0.104,LOW
2026-09-23 14:17:39.584071788,10.0.2.6,10.0.4.68,52447,5985,TCP,FIN-ACK,12,8211,0.607,0.09,255,0,0.176,LOW
2026-09-23 14:17:39.619358198,10.0.2.37,10.0.4.14,30859,53,UDP,ACK,9,3327,0.901,0.062,128,1,0.103,LOW
2026-09-23 14:17:39.704305737,10.0.2.48,10.0.4.31,51399,3306,TCP,PSH-ACK,4,576,0.131,0.379,128,0,0.084,LOW
2026-09-23 14:17:39.752212714,10.0.2.19,10.0.4.63,51636,53,UDP,PSH-ACK,10,6755,0.095,0.268,64,0,0.502,MEDIUM
2026-09-23 14:17:39.767037861,10.0.2.7,10.0.4.37,45627,993,TCP,FIN-ACK,8,4868,3.705,0.859,64,1,0.151,LOW
